TEXTOS,y
"Se você conhece uma pessoa que namora e vai fazer algo sei lá social ou algo do tipo, convida o parceiro(a) também e não só a pessoa. Me sinto mal pelos colegas e afins do meu namorado não darem a mínima pra minha existência.
Não digo que tenha que convidar pra tudo",0
A Iza descobrindo que foi bloqueada #TheVoiceBrasil,0
RT @its_mooney_: 🌿 Dicas de skincare natural (cuidados com a pele) a thread 🌿,0
"Duas emocionada feia no balde, uma é criança e a outra age feito criança. Próxima ...",0
@mariruybarbosa A minha deu e continua dando... E olha que o casório é em outubro agora kkkk,0
@land__eu @ryanzinntrex Descobri sem querer a vida,0
"e tipo uns desses se dizia meu amigo ano passado, até ele sumir do nada e só aparecer pra saber se eu tinha largado a faculdade, perguntar se eu tava bem? k k k",0
@annepelegrini22 vo ti ensinar a dançar,0
"[1/8 22:42] : Eu não consigo ficar sozinha
[1/8 22:43] Clara: Então fica com todosssssss

Sou a melhor com conselhos",0
RT @pedrohe43573798: EU ACHEI QUE FOSSE A SHAKIRA MESMO #TheVoiceBrasil,0
@nathpugliesii vem aqui com a irmã 💕,0
"@capxmarveI @BadBarbz_ Eu vi no site do jornal Extra, a Maria vai descobrir o golpe amanhã e sábado vai bater nela",0
RT @alves_racquel: Ingresso pra Marília Mendonça em Campos daqui a pouco vai estar com preço do Rock in Rio KKKKKKK,0
eu queria deixar de ser trouxa pelo menos uma vez na vida só pra saber como é a sensação,0
"@nbbsep Essa série me deixou assustado. Pqp, esse barato de radiação é do caralho. A Europa hoje poderia ser um cemitério",0
"Realmente, as coisas só dão certo quando a gente fecha a boca e não conta pra ninguém.",0
aos traz a bobbi e o hunter de volta na sétima temporada eu imploro,0
gente é normal o cabelo cair durante a amamentação? pq eu vou ficar careca sério.,0
"RT @flashtrouxa: paranóia: a

eu: ah, mas não deve ser não

paranóia: a a

eu: será??

paranóia: AAAAAA

eu: é, cê tá certa mesmo",0
"To super preocupada com a minha cachorra, coração apertado 💔",0
"Curti bastante o #ReiLeão, bem fiel ao desenho. A feição dos personagens é menos humanizada mas o sentimento está ali. Gostei do Pumba militante contra o bullying mas senti falta dos paranauê do macaco. No mais é visualmente belo e comove, vale o ingresso.",0
A SARA HITOU,0
"@carla_cruzeiro @MarleneFFL @americo_camilo Eu sei disso. Eu não disse que exista renovação total, apenas que eu apoio. Dois ministros estão para se aposentar, se cair a PEC da bengala, este número aumenta. Podemos impedir alguns, e acabar com mandato vitalício, através de mandato com tempo determinado. #LixoSupremo",0
RT @brendatdias: Eu só queria encher a minha boca todinha de comida japonesa sem ter espaço nem p passar um vento,0
"@ramrc_ Depois que entrou essa de tft a galera so quer jogar isso, tem que arrumar um jogo msm, tava pensando em pubg",0
"@Salga10 annn, vou procurar e te marca p vc pegar a visao",0
@jeonstorie 😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫😫 a traiçao,0
RT @CarolValenteen: a gente chegando nas quartas de final depois de 9 anos,0
BLOQUEIA A IZAAAAAAAA QUE ELA É PERIGOSA,0
@lucasmuller_a @maripiano @mvlxn óbvio que tu riu só olhar as piada que tu faz no dia a dia,0
"@JuliaVitorino6 Já sim, mas só posso montar a grade pelo Sia 😡",0
mano eu levava mt vácuo mesmo chegando a ficar mega chateada agora que eu demoro pra responder nego quer tirar satisfação! a pelo amor de Loki não posso mais cuidar da minha vida que as madame ficam putas,0
Graças a Deus vamos conseguir trocar o horário do CCA,0
"Caraaaa, a Ivete bloqueou a Izaaaa e a coitada achou que iria pegar a menina 😂",0
"RT @eopiquebru: pode bullying, briga, desrespeito, intriga e preconceito 

mas não pode calça rasgada no joelho",0
"@marivasconclos ...e a tendência é piorar! Acredite, por volta de 2014 a 2016 teve quem achou Tesouro Direto pagando 20% a.a.! 

-Existem fundos de investimento conservadores que pagam acima do CDI (que é meio que atrelado ao T.D.) e outros ainda conservadores que beiram 1% a.m. quase sem risco",0
A gente se sente maior técnico hahahahaha,0
"RT @Joyce49724247: Sou carioca nunca fui no Cristo, nunca fui assaltada e nem comi a batata de Marechal",0
"@conexaopolitica Que feio: ministro do supremo querendo saber de fofocas, conversa privadas de outras pessoas! Pra qual fim seria essa cópia ministro?? Não chega os hackers agora os ministros do @STF_oficial também vão infringir a constituição que garante a privacidade ao cidadão? Mais um acinte!",0
"@Roberta51215136 @STF_oficial Derrubar a PEC da Bengala faz uma limpa de pelo menos 4 deles. Celso de Melo cometeu usurpação de poder inventando a ""Lei da Homofobia"" e vem criticar o legítimo trabalho do Presidente no Executivo. @Biakicis #AbaixoPECdaBENGALA #ForaCelsoDeMelo #STFVergonhaNacional",0
"RT @jm_jkporn: Cara com o fogo no rabo que eu tenho,eu dava a volta no polo Norte só de calcinha e sutiã.",0
a iza quando a ivete bloqueou ela #TheVoiceBrasil,0
RT @paozinho88: pode usar drogas sim oq mata eh passar a noite pensando na pessoa q não te quer,0
"mas a cada dia que passa o meu Deus me prova que nenhum sacrifício é atoa! 
Quando você faz o que gosta, com carinho e foco, você se torna capaz de alcançar além do que você imagina!",0
@ptk_11porcento Acha que a vida vai ser aquilo ali ora sempre,0
RT @realidade_td2: A vida me ensinou a ver maldade em tudo e em todos!!,0
"- Sempre sonhei em ter 3 filhos – ela fala espantada, como se não tivesse acreditando que falou, sinto um movimento estranho na barriga com a imagem que se forma na minha mente dela grávida, esperando um filho meu.",0
"@kevinisousaa azul é a cor mais quente kkkk
clichê do francês",0
RT @dnquewedo: Começou a chover do nada aqui em paris,0
"@Cristin71732820 Não, a Vivi merece saber que o Chiclete não presta! Não tolero traição... 😤",0
Ivete bloqueou a Iza HAHAHAHA,0
quero agradecer primeiramente a Deus pelo livramento de 2017,0
Passando só para lembrar: Que pessoa linda em todos os sentidos a dona @ivetesangalo 💕#thevoicebrasil,0
RT @amandazem1: Todos os dias eu esqueço se tomei ou não a porra do roacutan e fico com medo de tomar 4 e morrer,0
"Acho que o twitter simplesmente não roda certos vídeos, geralmente são os que contém tópicos sensíveis como bullying, pra me proteger pq eu me afeto mto fácil cm essas porra",0
"@riyevlol 4, a que mais doeu foi a primeira 🤔",0
"@Nathali66496472 Tá doidaaaaa, prima?! Já encerrei a fábrica kkkkkkkkkk",0
"@nilmoretto @ThaysVita Funciona em modo defensivo o tempo todo
Não precisa fazer sentido
A lógica é = 0
Importante pra eles é apenas parecer mais inteligente ou mais ""certo""",0
"Ela era meu mundo, e quando a perdi não restou nada 😪",0
Tem coisa que a gente só quer que volte,0
se bloqueassem a iza pra mim e ela virasse eu ia parar de cantar e sair andando,0
"@gaviodan para piorar só em março ele bookou performance no fallon, a musica estava morta em tudo, agora essa palhaçada de lançar músicas junto com os maiores artistas, além do fim da deadline do grammy...",0
"@amandapavani Nossa, nojenta. Foi chocante mesmo. O guarda da detenção dos imigrantes chega a ser mais sádico do q da penitenciária federal.",0
SÉRGIO CUNHA e o equilíbrio de vida: A importância das esposas,0
A Bárbara Bandeira e o João sousa foram lá gravar cenas estes dias,0
E a pessoa achando que eu iria da em cima dela kkkkkkkkk coitado,0
"RT @pagodeiro_citou: Excluí seu celular, esqueci a sua rua, como eu fui me apaixonar por alguem tão filha da puta.. 💔",0
"Avisa lá que a missão de fazer a gente terminar o namoro, falhou com Sucesso KKKK💪 
TUAS LADAINHA SÓ FORTALECE  NOSSO AMOR! TE AMO Marcos ❤ 
#AceitaQueDoiMenos 😏😅",0
quando eu crescer eu quero ser tipo a minha mae e fazer uma coleção desnecessária tipo de ursinhos da parmalat,0
"Cabelo do T.O.P no MV de Tonight: a
Eu:",0
Saudades da Arena do Grêmio e as lembranças incríveis que ela me traz 💙🇪🇪,0
A Ivete bloqueou a iza kkkkkkkkk,0
RT @blogdotorcedor: Sport x Coritiba: Ezequiel puxa para a perna esquerda e finaliza no marcador,0
Bloqueio a Iza??? Canalha!!!!#TheVoiceBrasil,0
"@_lucascorreiaa @claraportto Normalmente as pessoas acham que todos são iguais a ela. 

Eu não faço isso.",0
a ilusão desse ano foi ganhar duas camisas num sorteio do instagram que até hj não recebi,0
@eanderlust @liviafrosi_ meu Deus a casa vai ser colorida kkkkkkkkkkk,0
@flaviacmoraes Mas como é furona estou esperando o Chris e a Fabricia. Kkkkk,0
@qromozi sou hermione-elsa gostei pq as duas tem meio que superpoderes né a elsa gelo a Hermione eh inteligente e faz magia,0
"@condedraculaa isso não tem nada a ver cmg, 2bj boa noite p todo mundo KKKK",0
trabalhando mais que a psicóloga do jobson,0
"@laynaticaa Bem parecido, 😂😂😂 só parei pra ir pra natação, e mesmo a natação foi bem puxada haha to quebrada... 😅",0
"EU AMO ESSA MÚSICA “RIVER” POR CAUSA DE JARDIM DE METEOROS E TO CANTANDO ELA O DIA INTEIRO, A MENINA VAI E ME CANTA NO THE VOICE. MOÇA VC TEM MEU CORAÇÃO",0
"@mariadorosario Chora não bb. A ""solução"" chegou 😂",0
"Cara rayssa esqueceu o brilho dela aqui no carro no domingo , quando foi hoje ela viu e já pensou que era de outra mulher kkkkk tinham que ver a cara dela 😂😂",0
Adorei ver a treinadora Sue Sylvester de #Glee agora como treinadora da seleção de futebol feminina,0
a musica de abertura do brooklyn nine nine entranhou em cada neuronio meu,0
"RT @jafostetweet: Pessoal custa 0,00€ ser boa pessoa e não foder a vida aos outros.",0
@deyzicosta7 qual a diferença? Kkkkkk,0
"A Fabi é louca e isso eu não nego, mas ela é um anjinho quando quer
Não sei pq os cara vacila com ela",0
Ivete bloqueou a Iza! Hahahahaha!,0
RT @Joalin_L: Gente eu tô com 95 seguidores me ajudem a chegar a 100 pfv,0
@turquim5 @revistaforum Salve! A justiça vencerá!,0
"@exollight3 ainda hoje pq eu vejo amigas minhas que estão na faculdade, amigas minhas que tem um emprego melhor e isso me da uma certa dor porque parece que a única que tem a vida parada sou eu? agora eu to mais conformada de certa forma e sei que nem tudo depende de mim. temos que ter força",0
"@imbeabtw @luskaaaaaaaaa a deusa da beleza você mesmo, Afrodite tem inveja de você",0
11. eu gosto de chuva fraquinha. quando eu era menor eu sempre tomava banho de chuva mas quando fui crescendo comecei a ter um medo enorme de chuva forte e sempre q chove assim eu tenho crises,0
RT @Agnesnunesfc: Você foi tóxico para alguns e uma luz na vida de outros. É importante estar disposto a admitir que não está sempre certo.,0
gnt vcs sabem músicas motivadoras e tals que fala q vc eh bnt tipo who says???? e pra um projeto contra o bullying que ta tendo na minha sala,0
RT @jose_simao: “Bolsonaro quer rever normas de trabalho escravo”. Revogou a Lei Áurea! Princesa Isabel é petralha!,0
RT @Agatha16___: A CENA QUE TANTO ESPERO AÍ,0
"falei pro Nicolas q curtia fazer lettering, mas que só tava com os marca textos porque minhas outras canetas tinham perdido a tinta e estavam velhas, mano ele fez uma puta compra de canetas, lápis, canetinha, mano, eu n aguento isso 😭🥰",0
"@Espiaespionando Não era uma interrogação. Era uma exclamação.
Aliás, havia duas lojas de moda jovem em POA. A Saco e a Cuecão.
Daí a gente perguntava: sacou?
Cuecou?
Pra quem estava sem assunto, tá bom demais.",0
"Esse ano novo to pensando em correr de bagunça, ir pra uma praia tranquilona, botar um rapzin no som e virar a noite gelando tranquilo, meus amigos podiam animar...",0
@cilaa_abilio eu que estou organizado a sua o ridícula,0
@eduardobranco @wilsonwitzel Fórum brasileiro segurança pública? Aquele desarmamentista? Ligado a Ong Viva Rio? Hahahahahaha,0
A única coisa que me motiva mais é que tá dando resultado e eu to amando,0
"""Não há normalidade nem jogo democrático quando um perverso governa a partir da administração do ódio e da mentira"" 
Fonte El País — se sentindo esgotado",0
"sou a única pessoa q não gosta de beijo na testa, pq já acho q é bullying",0
"RT @Araujo_hany: Tomar naquele lugar tratam eu e a outra como escravo, só não é pior pq eu bato de frente eu em",0
@geovanealves146 @RealitysVip é a fazenda 6 amg,0
"oxi que bullying é esse
pode sim ok KANDJKADN COMO SE TIVESSEM 30 PESSOAS PRA TRANSAR COMIGO KKKKKKKKKK",0
RT @spfcnah: Vocês são CHATOS!!!! O São Paulo faz uma puta contratação e querem que a torcida fique calada? VÃO SE FODER MEUS IRMÃOS,0
RT @Luiza80674737: @andreiarosaaro @Bueno_Chiodi @ggreenwald Ele mexeu com a mulher do deltan mais ele pode né,0
queria ta deitada falando sobre tudo com a amiga que eu gosto,0
Dani Alves é a cara dos bambis menstruada....e tem palmeirense querendo ele? Aaaa vá né..toma o remédio!,0
RT @profpaulamarisa: Atendendo a pedidos aí vai a mitada do @AbrahamWeint ao som da sua música favorita 🤣🤣🤣🤣🤣,0
Mó ruim ser a sem ninguém no meu grupo de amigas🤦🏼‍♀️,0
a menina se chama Shakera kkkkkkkkkkkkkkkkkk #TheVoiceBrasil,0
"🎵
❤O Salvador, Ele é Jesus
Que por você, morreu na cruz
Tua vergonha, e teu desprezo, Ele levou
Carregue a tua cruz juntinho Dele
E a força Dele te torna capaz
O amor que o mundo não te deu
Jesus te dá
(C.M.)",0
RT @joaoppinheirom1: demora meses para a subir e minutos para ser destruída,0
RT @obrienduda: a perfeição dessa mulher é surreal meu pai,0
@_fabianoestrela Como não? E o Glorioso GEFERSON com G??? Ele decidiu a eliminação do Inter na LA,0
"@Hendrix_Careta @TheInterceptBr @deltanmd @SF_Moro Difícil medir a coragem d cada 1 ao ser chantageado. Mas enquanto cedemos e renunciamos aos nossos princípios isso gera tristeza e introspecção. Enquanto ñ fez água o esquema dessa súcia no poder, a maioria dessa galera pusilânime do STF sempre esteve mto alegre interagindo c/ela",0
"to morrendo de vergonha. eu sempre soube o ditado certo ( a palavra é de prata, o silêncio é de ouro) mas por algum motivo sempre falei invertido e so hj, por algum motivo desconhecido, eu percebi isso. q burrakkkk",0
Tem dessa de ser por ordem de chegada n,0
tem hrs q da umas loucuras e começo a querer colocar piercing no umbigo do nd,0
"deitada em posição fetal chorando lendo a declaração do vk pra nanat, puta merda",0
"Nunca me vou esquecer da rapidez com que o Tumblr deitou abaixo o conteúdo pornográfico mas deixa conteúdo de hate, nazi, bullying mesmo sendo denunciado. O mesmo serve para o Twitter que atira contas abaixo na hora por copyrights mas por bullying não faz nada. Instagram o mesmo",0
"Deixa os inimigos pra lá, quanto mais críticam mais a gente ganha 🎶",0
"a mulher cantando River no the voice, putz mt boa",0
RT @djrn22Ofc: Diz a lenda que quem da RT tira notas boas,0
IVETE BLOQUEOU A IZA AHAHAHAHAHAHA ADOREI #TheVoiceBrasil,0
"RT @hidalghost: eu NUNCA vi a sabina sendo problemática, sabina só fala sobre cnco, pepe, que tá com fome e que ama a gente",0
"kk^kkkkk a guria de sapiranga,, então tem mais q uma muljer bonita nesta cidade",0
mano a iza ta sendo uma otima coach eu deito total pra deus mas pelo amor de deus eu deito pra todos ali real,0
@MeninoGrauu Vá com a Giulia,0
@MaaxWsb Seu problema é a cachaça Max kk,0
"Eu e a Nicoly foi com meu sobrinho na carreta, dps levei ele pra tomar sorvete e no parquinho, as vezes da vontade de esganar, mais eu amo ser tia e amo aquele menininho aff😍❤",0
@LilGOIS J A N I L S I N H O,0
"Deus deu uma vida pra cada um cuidar da sua, se não veio pra somar, rala peito, pq o tempo é curto demais pra vc se ocupar com briga sem sentido. Pode falar a vontade, mas tudo oq vc faz seja bom ou ruim, um dia vai voltar pra vc na mesma intensidade",0
"A Iza virou toda animada e a Ivete tinha bloqueado ela KKKKKKKKKKKK
#TheVoiceBrasil",0
"a crise feia ate petição ja tem pq ninguem tem emprego

Perdão da dívida do FIES #peticaopublica #peticao via 
@peticaopublicab",0
@electrifymee Eu quero que seja o mineta pro bakugou explodir a cabeça dele 😔🙏🏻,0
Mano tô vendo os story da @Ludmilla o tbt dela tô rindo muito cr 😂💕 Ludmila e a minha versão sagitariana 👏perturbar todo mundo! 🤣,0
"RT @RealidadesFavel: Foco = no objeto
Força = pra vencer a luta
Fé = superar qualquer obstáculos",0
"""Ousado"" A IVETE KK
#TheVoiceBrasil",0
o fato de que eu sofri bullying,0
RT @0_Melinho_0: Para as pessoas que fazem bullying: como é que é sentir que não têm futuro ?,0
Minha janta hj foi a pizza❤,0
@_carol_benatti Dorme a manhã toda na aula,0
"RT @Krlao0: Sobrou pouco, mas olha a felicidade do cara!",0
gente qual eh a diferença entre o caua reymond e o caio castro,0
@_alskopke sjsjskshsoahakabak se eu ver alguém com a camisa na rua eu ja vou virar pra quem tiver comigo e falar oLHA &gt;AQUELA&lt; CAMISA,0
"Achei um vídeo velhão aqui de uma música autoral e se eu errava minhas próprias letras, imagina a dos outros kkkkkkk",0
"@MovGoverno 4. Seja lá o motivo, religioso, conspiracionista etc ninguém tem que dar pitaco na decisão. A pessoa tem ou pelo menos deveria ter liberdade para agir da forma que acredita e não cabe a ninguém rebater, apenas",0
"pintei a unha e vou dormir, sou uma anta",0
@capotei_ocorsa Daqui até a eternidade.,0
"a iza entrou no programa e fizeram essa parada de bloquear, só assim pra não escolherem ela",0
@_Julio_01 Depois dos pênaltis tirou a camisa feio demais,0
pq a fernanda curtiu o coisa de hp ela nem gosta,0
@BoyCapao Caray @Corinthians ja tem q comprar 100 % e coloca a multa em 100 milhões de euros,0
"Bullying causa suicídio
Homofobia causa suicídio
Falta de amor causa suicídio
Tristeza causa suicídio
Ansiedade causa suicídio",0
@letiiciialobo @FeCoutoM @brupls chegou a invejosa,0
RT @mirelli_rocha: sdds de ter alguém pra trocar ideia a qualquer hr do dia sem perder o assunto af,0
"se esse filho da puta soubesse a vontade que eu tenho de sentar nessas coxas, ele deixaria só por pena",0
A menina cantando River no the voice meu Deus q coisa linda,0
"Desisto desses meninos lerdos, a pessoa passa 3h olhando para o menino e ele nem ai, garoto tóxico",0
Paguei de doida tomei um comprimido a mais to aqui lesadona 😨😴,0
@shenqingqiu_ kkkkkkkk obg a,0
A Ivete sensata bloqueou a Iza pois claro né ninguém tem chance com essa mulher,0
"Como assim a Iza não virou pro Falcão?!?!
Nera eles o bonde pesadão?
#TheVoice",0
RT @picschao: o porquê do relacionamento shawmila não ser forçado: a THREAD.,0
@Lohany96 difícil a vida da mulher solteira,0
"RT @joohyunius: se vc estiver triste veja a baitolinha da seulgi do nada CHEIRANDO a joohyun

 ",0
@littlesattan Eu falo e me pergunto a mesmo coisa de vc 😔♥️,0
"sou competitivo, se me bloqueassem eu ia caçar barraco e começar a gritar com a pessoa q me bloqueou",0
"@lauradufer Se pesquisar o nome dela aqui aparece bastante gente falando. A amiga expor assim foi uma loucura... vi umas meninas falando que ela pediu desculpas, agora o que adianta né",0
@manupiskee ai miga vamo para cm isso de tentar ser humilde todo mundo sabe q a gente é ryca,0
RT @oldvx: chega segura o rostinho dela aperta a bunda dela e fala vamo ouvir trap juntin,0
"a gente só vale oq tem no bolso,por isso eu não valho nada kkkkk 😢",0
Cadê o prestígio do Moro? Se ele bem soubesse jamais teria acreditado em Bolsonaro! Comece a arrumar as malas Moro!,0
"RT @julefundes: cês deviam fazer a lista dos mais maneiros da cidade, melhor do que esse bullying coletivo",0
"@rsallesmma Petralhas jamais entenderão que o país precisa se desenvolver, inclusive a Amazônia. Tem mto babaca brasileiro que acha que são europeus e a Amazônia pertence aos europeus (incluindo eles msms)",0
As vezes eu fico pensando como seria legal ficar viajando pra eventos ai tem os artistas que eu sigo que nem aguentam mais a SDCC,0
"Mas o bom disso é que eu tô maratonando la casa de papel.. e até que é interessante
Antes eu fazia muito bullying kskjk",0
@SoberanaMassa Quero ver toda a galera que fez promessa pagar agora!!! kkkk o aeroporto vai ser pequeno !!!!!,0
"RT @juubiscuola: @brupls Meu deus eu chorei e eu nem sou a amanda, imagina a amanda 😭😭😭😭",0
eu diminui a raçao dele e simplesmente nao adianta????????,0
"perdi meu brinco favorito agr na rua e comecei a procurar msm chovendo, agachada no meio da rua, n achei e fui embora chorando (sendo q + cedo disse q nao sou apegada a coisas materiais O AUGE+",0
Graças a deus que as minhas amigas não me falham,0
morram todos q ficam forçando bissexualidade na millie so por causa de um video onde ela n fala nada demais e nem ligaram pro trabalho q ela ta prestes a lançar,0
Saudades do que a gente quase viveu — Vamos viver então,0
"RT @fuckayee: o jooheon voltou pra ver o card dele no celular da menina, olha a carinha dele FOFO",0
"Pela frente diz que me admira, viro as costas começa a falar",0
"@YMSTCT @xicograziano Cara, vc não devia falar isso, os agrotóxicos, ajudam e muito a eliminar vermes e bactérias, deveria se informar mais ao invés de falar mau de alguém entendido como o @xicograziano.",0
Karla começou a namorar tá esquecendo de mim,0
laike a rivããã #TheVoiceBrasil,0
"ok quem explicar oq eu fiz com a mao aqui ganha um premio

pq eu nao entendi",0
A cara da minha mãe kkkkkkkkkkkkkkkkkkkkkkkkk,0
agora a meta é estudar muito até o enem e orar bastante,0
RT @sangriataylor: a iza bloqueada kkkkkkkkkkkkk #TheVoiceBrasil,0
RT @oguh: fanboy do neymar tem que sofrer bullying até terminar a faculdade,0
"A Ana Paula não aceita q meu nome é Rafaela, ela fala pra todo mundo q meu nome é Fafaela",0
"@eracilara é um jogo de escape, só da pra jogar 1 vez pq se n perde a graça vamo",0
"Estava eu em um ônibus indo para Alcântara quando entrou um ambulante vendendo amendoins e contou uma história. Em Alcântara em peguei um ônibus para Candelaria, o mesmo ambulante entrou contando outra história. Assim tira a credibilidade dos ambulantes que realmente vivem disso.",0
@bchartsnet A surra na pan e nos portais cupcakes,0
meu dia ta péssimo e a desgraçada da minha irmã consegue deixa ele pior,0
"RT @glossabs: gilinsky tentando 
explicar que voltou // johnson 
com a madison",0
ivete bloqueou a iza socorro #TheVoiceBrasil,0
@coebielzinho @LucasDereck Isso é a coisa mais mongol que eu vi hoje,0
@rmsdeb Eu sou a gente ruim no caso kkkk,0
RT @AbrahamWeint: @BolsonaroSP Obrigado pelo apoio e pelas palavras! Vamos vencer e salvar a educação no Brasil! Grande abraço,0
a 2a temp de big little lies é uma surra de atuação,0
a sei lá eu acabei de pegar um uber e o motorista fez uma leitura da minha personalidade e do meu futuro?????/// eu to:::????? kkkkkk,0
@2beauty @PodcastWanda @phelipecruz @santahelena @samsworld @caio Comecei a ouvir por causa de ti &lt;3 piramidada com sucessooo,0
RT @iinesscostaa: O Verão está a passar tão rápido,0
"Crush : a 
eu : ",0
@dmrchs @V1ctoriaRibeiro @carolinx_a vamos fazer na casa da Vick,0
"Se eu já era um são-paulino chato, agora com o Dani Alves na lateral direita do meu time, com a 10, nossa senhora...",0
"RT @AquiSagitario: #Sagitário A gente aguenta como dá, sorri falso enquanto pode e finge que está bem enquanto consegue.",0
RT @_fdsquitalo_: A foto ficava perfeita se eu n fosse feia e se não houve pessoas no background 🤙🏻😊,0
É das que chuta e depois corre atrás do balde? — Sou das que chuta o balde e depois chora vendo ele descer a ladeira kkkkk,0
@Carolin80433457 Lendo essas palavras vindo de você sou OBRIGADO a acreditar,0
RT @CobalionHK: O CARA PREGANDO NO MESMO RITMO DO SOM PRA NÃO INCOMODAR A BANDA,0
"RT @BaraoFarias: Se o PR @jairbolsonaro lançar sua candidatura para a reeleição em 2022, você votará nele novamente?",0
Cadê a falta ????????,0
"a ivete bloqueando a iza, espertíssima",0
"@junggolover eu toda, eu não suporto aaaaaaaaaa o pior é q eu sei dos spoiler tudo do q ela vai aprontar ainda!!!! não vejo a hora de chegar sábado e a desgraçada levar uma surra",0
"A gnt tava em chamada ai eu falei ""ah quem é rico é rico né"" ai o luigi ""ah eu não tenho culpa"" mano kakakaka",0
"tudo isso pra vir os doidos comparar ele com snape??? snape foi só um bullying obcecado por uma mulher que ele mesmo afastou e que não sabia seguir com a vida sem traumatizar crianças e depois foi romantizado como herói como se tudo fosse simplesmente explicado por ""ele sofreu""",0
RT @sosparanoia: você mandando msg todo feliz pra pessoa // a pessoa,0
RT @brossileo: Leo pq vc ama a @priscilaevelynn ?? Parça abbabababahabababbahahah,0
Localização : wherhe a inveja me alcan:ça,0
a ivete bloqueado a iza kskskskskskk tudo,0
@webdivageller dsclp mas eu ri da situação como um todo ahauauaua a pessoa recebe um pedalo robinho e na sequência adoece hahahahaha,0
"@oswaldojor A mulher está doente de verdade, vi que respondeu às ofensas é ainda insiste com isso? Quem mente???",0
"RT @IsraelDeBrito3: Bullying do futuro: e seu pai, que tava na lista de macho escroto do DF.",0
@gabi_moraes_99 nem me fale... ainda por cima é a pocah,0
"Aburtei missão sudas, v perder dinheiro a dobrar e vou me queimar todo se fosse tudo pago ya",0
"RT @_cindy99_: Mano, sabe quando O JEITO da pessoa te da tesão??? A pessoa ta ali, normalmente, sem fzr esforço algum e vc ta la 🥵🥵🥵",0
@roseyo_ot5 Com a gene mana,0
"Querem fazer bullying, façam com quem polui",0
esqueçam a legenda bosta mas pqp q video eu to presa juro,0
"@putocardosooo epa acho que gajos têm fama p causa daquela merda d “fuck boy”, mas toda a gente sabe que gajas são mt tóxicas 
em amizades e tudo porra, gajas são b chatas e p além disso sufocam-te
falo p mim que sou gaja, de vez enquando sou assim, e tenho mts mais amigos gajos doq gajas",0
"#TheVoiceBrasil
kkkkkkk Ivete bloqueou a Iza 😂😂",0
A IZA bloqueada meu pai #TheVoiceBrasil,0
"RT @robertabastosn: Majoritária em Portugal, a esquerda parlamentar não quer Bolsonaro no país, nem de visita. 
Vamos aplaudir?
👏👏👏👏",0
"A iza eh a definição da mulher perfeita, ta mlc 😍",0
"‘Agora o presidente é de direita’, diz Bolsonaro sobre trocas em comissão
Um imbecil é o que você é pateta e mal caráter.",0
a cada minuto vem um pensamento diferente na minha cabeça,0
"Dois representantes do #PPI/@casacivilbr fizeram considerações durante o Project Panel: Surface Transportation and Logistics. A Dir. de Portos, Ana Salles, sobre o Porto de Suape/PE e o Dir. de Rodovias, Renan Essucy, acerca da BR 101/SC. #LALF17 #ThinkInfra",0
Artigo: O bullying tornou-se um problema de saúde pública,0
Não adianta debater com a esquerda meu,0
"@_viniciussouzag Alguma q se encaixasse bem na minha voz, pq tem gente que tem a voz de troinha querendo atingir as notas de Marília Mendonça",0
RT @euchristianf: maconha pra q se meu olho fica vermelho só de lembrar dos momentos bons que a gente ja teve juntos,0
"homem quando vai fumar com os amigos deve passar por uma porta que leva pra outra dimensão e perde a noção do tempo, volta duas horas depois na cara de pal",0
da a 10 pro mlk logo,0
@thxnhbd KSKSKSKS amooo só queria ver a taylor chapada de vdd,0
Meu eu nem acredito.... o tempo passa a correr mesmo,0
RT @refiexoes: Eu não mudei. Eu apenas aprendi a valorizar quem realmente gosta de mim,0
"A vergonha nacional é um governo de milicianos, estruturado a partir de falcatruas de juiz e procuradores.  #STFVergonhaNacional 
Bolsonaro e bolsonaristas, vão se fu!",0
"Embora nosso ataque tenha jogado muito hoje, orquestrado pelo D'Alessandro, a zaga do Inter é algo descomunal. Moledo e Cuesta fazem BULLYING com os atacantes adversários.",0
RT @reasonsblink: eu to rindo muito mas esse vídeo é a pura verdade do kpop,0
"A menina de 17 anos, parece 25 de boaça.",0
"Ivete bloqueou a Iza kkkk, tadinha, mas foi esperta pq Iza ta levando quase todos e essa menina é boa #TheVoiceBrasil",0
"@leoteixeiracrvg Artilheiro do Brasil, decisivo, so jogou a série A, tá no time certo mesmo! Quem é flamenguista sabe o que a Fox fala do flamengo, ele fez certo em não dar IBOPE",0
"@hltgabs @ProfessoraCitou Queria me recusar a sentir e de fato não sentir, só q quebro as regras cmg",0
"@lutz_leite @BastidoresDaTV É lógico a Globo vai trás de talentos como o Mosca a mili foram para lá, eles também já estava Grande para ficar fazendo novelas infantis",0
RT @nbkfellas: A opinião de alguem que escreve com k automaticamente deixa de ser válida,0
se eu surtar a culpa é do sistema,0
"RT @Pocah: a pessoa tá tuitando e não responde o whatsapp 
q ódio
só eu q posso fazer isso",0
@taliriapetrone Sou humano. Odeio a esquerda assassina.,0
"RT @mariiblink: são as melhores redes sociais de hoje em dia, não é tóxico e saimos do app com a galeria cheia",0
RT @JenioQuadros: Atualmente no Brasil eu fico só a Rachel Sheherazade,0
